@relation 'opinion'
@attribute 'doc' string
@attribute '$class' {-1, 1}

@data
"prime popular great old former good hyperactive funny great great horrible ", 1
"good great great great great good good simple late top extra good worth ", 1
"much same charming spectacular very good little much good convincing much other memorable young good sappy Dutch enthusiastic big entertaining cold musical good ", 1
"rare particular rare last good remarkable excellent witty poignant rewarding good ", 1
"everyday proper in-depth amazing sad ", 1
"attractive pathetic exciting enjoyable intense late different male several different same familiar high fattish small burlesque disabled former late disturbed familiar first genuine other good first worth noticeable impressible former short enjoyable ", 1
"enjoyable light-hearted comic most original usual many great original many great hilarious original good much sure funny sure ", 1
"inspirational human big surprising much predictable cliched much perfect funny old-style ", 1
"big enough internal great golden new typical English own cold unfeeling loving female apparent inner necessary harsh enigmatic big giant awesome good less giant silly clear wrong many giant hefty young oppressive constant impossible boring captivating provoking human ", 1
"entertaining spectacular tremendous stellar own own few other spectacular needless ", 1
"plain simple good only long short more dependent great real excellent competent ", 1
"whole different quiet shared gratuitous real worth ", 1
"indomitable tough ", 1
"boring beautiful black white incredible remarkable heavy wooden solid wonderful amazing incredible ", 1
"good able whole honest good ", 1
"many poetic lyrical hot illicit beautiful little dark frightening sexy exciting proper cramped full clever complex good ", 1
"first solid neighborly real successful prolific like next nice alternative okay naked good bad next little red obvious three-way long old jealous sure startling true same different many different good lengthy good three-way close naked minor major naked same experienced hardcore many great overall good late least bad usual more solid hardcore good main good nice glad able more welcome hardcore ", 1
